seq,time_seconds,event_type,robot_name,message,data_json
224,20.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.467}"
225,20.45,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 27.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 27.5, ""score"": null}"
226,20.45,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.505}"
227,20.7,goal_assigned,Drone 4,"Assigned frontier goal at (4.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 2.5, ""score"": null}"
228,20.7,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.803}"
229,20.8,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.211}"
230,21.0,goal_assigned,Drone 2,"Assigned frontier goal at (27.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 27.5, ""goal_y"": 28.5, ""score"": null}"
231,21.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.065}"
232,21.05,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 21.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 21.5, ""score"": null}"
233,21.05,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.039}"
234,21.2,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.889}"
235,21.55,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 28.5, ""score"": null}"
236,21.55,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.05}"
237,21.6,goal_assigned,Drone 3,"Assigned frontier goal at (5.50, 29.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 29.5, ""score"": null}"
238,21.6,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 7.921}"
239,21.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 2.5, ""score"": null}"
240,21.7,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.721}"
241,21.9,goal_assigned,Drone 2,"Assigned frontier goal at (28.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 28.5, ""goal_y"": 28.5, ""score"": null}"
242,21.9,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.018}"
243,22.2,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 22.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 22.5, ""score"": null}"
244,22.2,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.304}"
245,22.3,goal_assigned,Drone 2,"Assigned frontier goal at (25.50, 32.50)","{""goal_type"": ""frontier"", ""goal_x"": 25.5, ""goal_y"": 32.5, ""score"": null}"
246,22.3,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.458}"
247,22.35,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.445}"
248,22.6,goal_assigned,Drone 3,"Assigned frontier goal at (5.50, 30.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 30.5, ""score"": null}"
249,22.6,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.178}"
250,22.7,goal_assigned,Drone 4,"Assigned frontier goal at (1.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 1.5, ""goal_y"": 2.5, ""score"": null}"
251,22.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 7.341}"
252,22.8,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 30.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 30.5, ""score"": null}"
253,22.8,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.09}"
254,22.95,goal_assigned,Drone 2,"Assigned frontier goal at (27.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 27.5, ""goal_y"": 31.5, ""score"": null}"
255,22.95,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.118}"
256,23.1,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.946}"
257,23.2,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 23.5, ""score"": null}"
258,23.2,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.125}"
259,23.3,goal_assigned,Drone 1,"Assigned frontier goal at (29.50, 17.50)","{""goal_type"": ""frontier"", ""goal_x"": 29.5, ""goal_y"": 17.5, ""score"": null}"
260,23.3,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.677}"
261,23.7,goal_assigned,Drone 4,"Assigned frontier goal at (1.50, 16.50)","{""goal_type"": ""frontier"", ""goal_x"": 1.5, ""goal_y"": 16.5, ""score"": null}"
262,23.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 10.082}"
263,23.75,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 24.5, ""score"": null}"
264,23.75,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.56}"
265,23.8,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 31.5, ""score"": null}"
266,23.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.117}"
267,24.1,goal_assigned,Drone 2,"Assigned frontier goal at (29.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 29.5, ""goal_y"": 31.5, ""score"": null}"
268,24.1,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.396}"
269,24.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 17.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 17.5, ""score"": null}"
270,24.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 10.101}"
271,24.75,goal_assigned,Drone 1,"Assigned frontier goal at (34.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 24.5, ""score"": null}"
272,24.75,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.998}"
273,24.8,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 32.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 32.5, ""score"": null}"
274,24.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.135}"
275,25.1,goal_assigned,Drone 2,"Assigned frontier goal at (30.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 30.5, ""goal_y"": 31.5, ""score"": null}"
276,25.1,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.381}"
277,25.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 9.122}"
278,25.75,goal_assigned,Drone 1,"Assigned frontier goal at (34.50, 25.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 25.5, ""score"": null}"
279,25.75,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.591}"
280,25.8,goal_assigned,Drone 3,"Assigned frontier goal at (3.50, 33.50)","{""goal_type"": ""frontier"", ""goal_x"": 3.5, ""goal_y"": 33.5, ""score"": null}"
281,25.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.289}"
282,26.1,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 7.357}"
283,26.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.125}"
284,26.75,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 26.5, ""score"": null}"
285,26.75,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.762}"
286,26.8,goal_assigned,Drone 3,"Assigned frontier goal at (4.50, 34.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 34.5, ""score"": null}"
287,26.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.126}"
288,27.0,goal_assigned,Drone 2,"Assigned frontier goal at (31.50, 32.50)","{""goal_type"": ""frontier"", ""goal_x"": 31.5, ""goal_y"": 32.5, ""score"": null}"
289,27.0,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.548}"
290,27.4,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 27.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 27.5, ""score"": null}"
291,27.4,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.178}"
292,27.45,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.131}"
293,27.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 18.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 18.5, ""score"": null}"
294,27.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.125}"
295,27.8,goal_assigned,Drone 3,"Assigned frontier goal at (5.50, 34.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 34.5, ""score"": null}"
296,27.8,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 7.541}"
297,28.0,goal_assigned,Drone 2,"Assigned frontier goal at (28.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 28.5, ""goal_y"": 36.5, ""score"": null}"
298,28.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.175}"
299,28.35,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 28.5, ""score"": null}"
300,28.35,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.225}"
301,28.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 19.5, ""score"": null}"
302,28.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.075}"
303,28.8,goal_assigned,Drone 3,"Assigned frontier goal at (2.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 36.5, ""score"": null}"
304,28.8,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.451}"
305,28.9,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 28.5, ""score"": null}"
306,28.9,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.628}"
307,28.95,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 29.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 29.5, ""score"": null}"
308,28.95,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.623}"
309,29.0,goal_assigned,Drone 2,"Assigned frontier goal at (28.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 28.5, ""goal_y"": 37.5, ""score"": null}"
310,29.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.142}"
311,29.5,goal_assigned,Drone 3,"Assigned frontier goal at (5.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 37.5, ""score"": null}"
312,29.5,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.497}"
313,29.7,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 8.641}"
314,29.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 7.075}"
315,29.95,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 30.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 30.5, ""score"": null}"
316,29.95,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.621}"
317,30.0,goal_assigned,Drone 2,"Assigned frontier goal at (31.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 31.5, ""goal_y"": 37.5, ""score"": null}"
318,30.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.477}"
319,30.7,goal_assigned,Drone 3,"Assigned frontier goal at (7.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 7.5, ""goal_y"": 37.5, ""score"": null}"
320,30.7,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.707}"
321,30.7,goal_assigned,Drone 4,"Assigned frontier goal at (1.50, 21.50)","{""goal_type"": ""frontier"", ""goal_x"": 1.5, ""goal_y"": 21.5, ""score"": null}"
322,30.7,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 26.248}"
323,30.95,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 30.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 30.5, ""score"": null}"
324,30.95,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.706}"
325,30.95,goal_assigned,Drone 2,"Assigned frontier goal at (22.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 22.5, ""goal_y"": 37.5, ""score"": null}"
326,30.95,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.609}"
327,31.7,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 7.708}"
328,31.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 22.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 22.5, ""score"": null}"
329,31.7,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 24.317}"
330,31.95,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 31.5, ""score"": null}"
331,31.95,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.703}"
332,31.95,goal_assigned,Drone 2,"Assigned frontier goal at (21.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 21.5, ""goal_y"": 37.5, ""score"": null}"
333,31.95,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.457}"
334,32.75,goal_assigned,Drone 3,"Assigned frontier goal at (8.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 37.5, ""score"": null}"
335,32.75,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 7.524}"
336,32.75,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 23.267}"
337,33.0,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 33.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 33.5, ""score"": null}"
338,33.0,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.576}"
339,33.0,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 37.5, ""score"": null}"
340,33.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.143}"
341,33.8,goal_assigned,Drone 3,"Assigned frontier goal at (10.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 10.5, ""goal_y"": 36.5, ""score"": null}"
342,33.8,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 8.165}"
343,33.8,goal_assigned,Drone 4,"Assigned frontier goal at (1.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 1.5, ""goal_y"": 23.5, ""score"": null}"
344,33.8,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 21.632}"
345,34.05,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 34.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 34.5, ""score"": null}"
346,34.05,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.532}"
347,34.05,goal_assigned,Drone 2,"Assigned frontier goal at (18.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 18.5, ""goal_y"": 36.5, ""score"": null}"
348,34.05,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.28}"
349,34.85,goal_assigned,Drone 3,"Assigned frontier goal at (12.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 12.5, ""goal_y"": 37.5, ""score"": null}"
350,34.85,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.822}"
351,34.85,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 20.582}"
352,35.1,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 35.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 35.5, ""score"": null}"
353,35.1,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.482}"
354,35.1,goal_assigned,Drone 2,"Assigned frontier goal at (17.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 17.5, ""goal_y"": 36.5, ""score"": null}"
355,35.1,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.101}"
356,35.9,goal_assigned,Drone 3,"Assigned frontier goal at (13.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 13.5, ""goal_y"": 36.5, ""score"": null}"
357,35.9,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 8.78}"
358,35.9,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 19.532}"
359,36.15,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 36.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 36.5, ""score"": null}"
360,36.15,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.432}"
361,36.15,goal_assigned,Drone 2,"Assigned frontier goal at (16.50, 33.50)","{""goal_type"": ""frontier"", ""goal_x"": 16.5, ""goal_y"": 33.5, ""score"": null}"
362,36.15,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.932}"
363,36.95,goal_assigned,Drone 3,"Assigned frontier goal at (14.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 14.5, ""goal_y"": 37.5, ""score"": null}"
364,36.95,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.663}"
365,36.95,replan,Drone 4,Replanned path with 7 points,"{""path_length"": 18.932}"
366,37.2,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 37.5, ""score"": null}"
367,37.2,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.441}"
368,37.2,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 6.885}"
369,38.0,goal_assigned,Drone 3,"Assigned frontier goal at (13.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 13.5, ""goal_y"": 31.5, ""score"": null}"
370,38.0,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 9.941}"
371,38.0,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 17.86}"
372,38.25,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 7.395}"
373,38.25,goal_assigned,Drone 2,"Assigned frontier-fallback goal at (33.50, 37.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 33.5, ""goal_y"": 37.5, ""score"": null}"
374,38.25,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 11.669}"
375,39.05,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (1.50, 23.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 1.5, ""goal_y"": 23.5, ""score"": null}"
376,39.05,replan,Drone 3,Replanned path with 5 points,"{""path_length"": 16.301}"
377,39.05,replan,Drone 4,Replanned path with 6 points,"{""path_length"": 16.996}"
378,39.3,goal_assigned,Drone 1,"Assigned frontier goal at (34.50, 37.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 37.5, ""score"": null}"
379,39.3,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 6.687}"
380,39.3,goal_assigned,Drone 2,"Assigned frontier-fallback goal at (33.50, 38.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 33.5, ""goal_y"": 38.5, ""score"": null}"
381,39.3,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 11.773}"
382,40.1,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 16.079}"
383,40.1,replan,Drone 4,Replanned path with 5 points,"{""path_length"": 15.764}"
384,40.35,goal_assigned,Drone 1,"Assigned frontier goal at (29.50, 21.50)","{""goal_type"": ""frontier"", ""goal_x"": 29.5, ""goal_y"": 21.5, ""score"": null}"
385,40.35,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 15.066}"
386,40.35,goal_assigned,Drone 2,"Assigned frontier goal at (26.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 26.5, ""goal_y"": 19.5, ""score"": null}"
387,40.35,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 15.786}"
388,41.15,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 15.041}"
389,41.15,replan,Drone 4,Replanned path with 5 points,"{""path_length"": 14.82}"
390,41.4,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 14.708}"
391,41.4,goal_assigned,Drone 2,"Assigned frontier goal at (27.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 27.5, ""goal_y"": 20.5, ""score"": null}"
392,41.4,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 14.039}"
393,42.2,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 13.572}"
394,42.2,replan,Drone 4,Replanned path with 5 points,"{""path_length"": 13.813}"
395,42.45,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 13.658}"
396,42.45,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 13.029}"
397,43.25,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 12.454}"
398,43.25,replan,Drone 4,Replanned path with 5 points,"{""path_length"": 12.709}"
399,43.5,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 12.608}"
400,43.5,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 12.006}"
401,44.3,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 11.443}"
402,44.3,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 11.639}"
403,44.55,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 11.558}"
404,44.55,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 11.011}"
405,45.35,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 10.393}"
406,45.35,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 10.637}"
407,45.6,goal_assigned,Drone 1,"Assigned frontier goal at (28.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 28.5, ""goal_y"": 19.5, ""score"": null}"
408,45.6,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 12.781}"
409,45.6,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 9.952}"
410,46.4,replan,Drone 3,Replanned path with 3 points,"{""path_length"": 9.368}"
411,46.4,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 9.344}"
412,46.65,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 11.742}"
413,46.65,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.865}"
414,47.45,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (26.50, 19.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 26.5, ""goal_y"": 19.5, ""score"": null}"
415,47.45,replan,Drone 3,Replanned path with 6 points,"{""path_length"": 28.041}"
416,47.45,goal_assigned,Drone 4,"Assigned frontier-fallback goal at (27.50, 20.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 27.5, ""goal_y"": 20.5, ""score"": null}"
417,47.45,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 20.178}"
418,47.7,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 10.296}"
419,47.7,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 7.834}"
420,48.5,replan,Drone 3,Replanned path with 6 points,"{""path_length"": 26.627}"
421,48.5,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 20.02}"
422,48.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 9.077}"
423,48.75,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 6.784}"
424,49.55,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (35.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 35.5, ""goal_y"": 2.5, ""score"": null}"
425,49.55,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 42.148}"
426,49.55,goal_assigned,Drone 4,"Assigned frontier-fallback goal at (33.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 33.5, ""goal_y"": 1.5, ""score"": null}"
427,49.55,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 33.443}"
428,49.8,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 2.5, ""score"": null}"
429,49.8,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 24.517}"
430,49.8,goal_assigned,Drone 2,"Assigned frontier-fallback goal at (35.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 35.5, ""goal_y"": 2.5, ""score"": null}"
431,49.8,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 25.904}"
432,50.6,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (33.50, 1.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 33.5, ""goal_y"": 1.5, ""score"": null}"
433,50.6,replan,Drone 3,Replanned path with 5 points,"{""path_length"": 39.704}"
434,50.6,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 32.532}"
435,50.85,replan,Drone 1,Replanned path with 5 points,"{""path_length"": 24.181}"
436,50.85,goal_assigned,Drone 2,"Assigned frontier-fallback goal at (37.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 37.5, ""goal_y"": 2.5, ""score"": null}"
437,50.85,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 26.19}"
438,51.65,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 38.9}"
439,51.65,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 31.506}"
440,51.9,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 22.773}"
441,51.9,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 24.961}"
442,52.7,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 37.845}"
443,52.7,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 30.454}"
444,52.95,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 21.811}"
445,52.95,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 23.938}"
446,53.65,replan,Drone 3,Replanned path with 5 points,"{""path_length"": 36.619}"
447,53.75,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 36.775}"
448,53.75,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 29.402}"
449,54.0,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 20.633}"
450,54.0,goal_assigned,Drone 2,"Assigned frontier goal at (33.50, 1.50)","{""goal_type"": ""frontier"", ""goal_x"": 33.5, ""goal_y"": 1.5, ""score"": null}"
451,54.0,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 21.847}"
452,54.8,goal_assigned,Drone 3,"Assigned frontier-fallback goal at (35.50, 2.50)","{""goal_type"": ""frontier-fallback"", ""goal_x"": 35.5, ""goal_y"": 2.5, ""score"": null}"
453,54.8,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 37.367}"
454,54.8,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 28.352}"
455,55.05,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 19.621}"
456,55.05,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 20.722}"
457,55.85,replan,Drone 3,Replanned path with 4 points,"{""path_length"": 35.827}"
458,55.85,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 27.349}"
459,56.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 18.572}"
460,56.1,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 19.712}"
