seq,time_seconds,event_type,robot_name,message,data_json
68,6.35,goal_assigned,Drone 1,"Assigned frontier goal at (32.50, 11.50)","{""goal_type"": ""frontier"", ""goal_x"": 32.5, ""goal_y"": 11.5, ""score"": null}"
69,6.35,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.852}"
70,6.35,goal_assigned,Drone 3,"Assigned frontier goal at (15.50, 18.50)","{""goal_type"": ""frontier"", ""goal_x"": 15.5, ""goal_y"": 18.5, ""score"": null}"
71,6.35,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.02}"
72,6.55,goal_assigned,Drone 4,"Assigned frontier goal at (10.50, 12.50)","{""goal_type"": ""frontier"", ""goal_x"": 10.5, ""goal_y"": 12.5, ""score"": null}"
73,6.55,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 9.029}"
74,7.25,goal_assigned,Drone 2,"Assigned frontier goal at (19.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 19.5, ""goal_y"": 20.5, ""score"": null}"
75,7.25,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 9.021}"
76,7.35,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 20.5, ""score"": null}"
77,7.35,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 9.768}"
78,7.4,goal_assigned,Drone 1,"Assigned frontier goal at (34.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 10.5, ""score"": null}"
79,7.4,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.792}"
80,7.4,goal_assigned,Drone 3,"Assigned frontier goal at (14.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 14.5, ""goal_y"": 19.5, ""score"": null}"
81,7.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.334}"
82,7.55,goal_assigned,Drone 1,"Assigned frontier goal at (30.50, 15.50)","{""goal_type"": ""frontier"", ""goal_x"": 30.5, ""goal_y"": 15.5, ""score"": null}"
83,7.55,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.548}"
84,7.6,goal_assigned,Drone 4,"Assigned frontier goal at (9.50, 13.50)","{""goal_type"": ""frontier"", ""goal_x"": 9.5, ""goal_y"": 13.5, ""score"": null}"
85,7.6,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 8.723}"
86,7.75,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 6.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 6.5, ""score"": null}"
87,7.75,replan,Drone 1,Replanned path with 2 points,"{""path_length"": 8.434}"
88,8.1,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 10.5, ""score"": null}"
89,8.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 9.238}"
90,8.15,goal_assigned,Drone 2,"Assigned frontier goal at (18.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 18.5, ""goal_y"": 20.5, ""score"": null}"
91,8.15,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 7.749}"
92,8.4,goal_assigned,Drone 3,"Assigned frontier goal at (12.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 12.5, ""goal_y"": 19.5, ""score"": null}"
93,8.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.32}"
94,8.6,goal_assigned,Drone 4,"Assigned frontier goal at (9.50, 12.50)","{""goal_type"": ""frontier"", ""goal_x"": 9.5, ""goal_y"": 12.5, ""score"": null}"
95,8.6,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 7.942}"
96,9.1,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 10.5, ""score"": null}"
97,9.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.61}"
98,9.15,goal_assigned,Drone 2,"Assigned frontier goal at (26.50, 17.50)","{""goal_type"": ""frontier"", ""goal_x"": 26.5, ""goal_y"": 17.5, ""score"": null}"
99,9.15,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.032}"
100,9.4,goal_assigned,Drone 3,"Assigned frontier goal at (12.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 12.5, ""goal_y"": 20.5, ""score"": null}"
101,9.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.195}"
102,9.45,goal_assigned,Drone 2,"Assigned frontier goal at (18.50, 22.50)","{""goal_type"": ""frontier"", ""goal_x"": 18.5, ""goal_y"": 22.5, ""score"": null}"
103,9.45,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.571}"
104,9.6,goal_assigned,Drone 4,"Assigned frontier goal at (8.50, 12.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 12.5, ""score"": null}"
105,9.6,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 7.633}"
106,9.9,goal_assigned,Drone 4,"Assigned frontier goal at (7.50, 11.50)","{""goal_type"": ""frontier"", ""goal_x"": 7.5, ""goal_y"": 11.5, ""score"": null}"
107,9.9,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 9.167}"
108,10.1,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 12.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 12.5, ""score"": null}"
109,10.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 9.44}"
110,10.4,goal_assigned,Drone 3,"Assigned frontier goal at (13.50, 22.50)","{""goal_type"": ""frontier"", ""goal_x"": 13.5, ""goal_y"": 22.5, ""score"": null}"
111,10.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.53}"
112,10.45,goal_assigned,Drone 2,"Assigned frontier goal at (19.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 19.5, ""goal_y"": 23.5, ""score"": null}"
113,10.45,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 9.072}"
114,10.9,goal_assigned,Drone 4,"Assigned frontier goal at (6.50, 11.50)","{""goal_type"": ""frontier"", ""goal_x"": 6.5, ""goal_y"": 11.5, ""score"": null}"
115,10.9,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 8.943}"
116,11.1,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 12.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 12.5, ""score"": null}"
117,11.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.685}"
118,11.4,goal_assigned,Drone 3,"Assigned frontier goal at (13.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 13.5, ""goal_y"": 23.5, ""score"": null}"
119,11.4,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.503}"
120,11.45,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 23.5, ""score"": null}"
121,11.45,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 8.881}"
122,11.65,goal_assigned,Drone 4,"Assigned frontier goal at (6.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 6.5, ""goal_y"": 10.5, ""score"": null}"
123,11.65,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.714}"
124,12.05,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.673}"
125,12.1,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 13.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 13.5, ""score"": null}"
126,12.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.616}"
127,12.1,goal_assigned,Drone 3,"Assigned frontier goal at (12.50, 23.50)","{""goal_type"": ""frontier"", ""goal_x"": 12.5, ""goal_y"": 23.5, ""score"": null}"
128,12.1,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.198}"
129,12.1,replan,Drone 4,Replanned path with 4 points,"{""path_length"": 10.744}"
130,12.15,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.612}"
131,12.45,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 24.5, ""score"": null}"
132,12.45,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 8.23}"
133,12.75,goal_assigned,Drone 4,"Assigned frontier goal at (5.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 10.5, ""score"": null}"
134,12.75,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.654}"
135,13.0,goal_assigned,Drone 4,"Assigned frontier goal at (4.50, 13.50)","{""goal_type"": ""frontier"", ""goal_x"": 4.5, ""goal_y"": 13.5, ""score"": null}"
136,13.0,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.132}"
137,13.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 7.616}"
138,13.1,goal_assigned,Drone 3,"Assigned frontier goal at (12.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 12.5, ""goal_y"": 24.5, ""score"": null}"
139,13.1,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.133}"
140,13.45,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 25.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 25.5, ""score"": null}"
141,13.45,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.305}"
142,13.5,goal_assigned,Drone 3,"Assigned frontier goal at (11.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 11.5, ""goal_y"": 24.5, ""score"": null}"
143,13.5,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.172}"
144,13.55,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.115}"
145,13.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 7.791}"
146,13.75,goal_assigned,Drone 2,"Assigned frontier goal at (20.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 20.5, ""goal_y"": 24.5, ""score"": null}"
147,13.75,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 7.629}"
148,13.9,goal_assigned,Drone 2,"Assigned frontier goal at (17.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 17.5, ""goal_y"": 26.5, ""score"": null}"
149,13.9,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.35}"
150,13.95,goal_assigned,Drone 2,"Assigned frontier goal at (21.50, 25.50)","{""goal_type"": ""frontier"", ""goal_x"": 21.5, ""goal_y"": 25.5, ""score"": null}"
151,13.95,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.78}"
152,14.0,goal_assigned,Drone 4,"Assigned frontier goal at (3.50, 14.50)","{""goal_type"": ""frontier"", ""goal_x"": 3.5, ""goal_y"": 14.5, ""score"": null}"
153,14.0,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.22}"
154,14.05,goal_assigned,Drone 2,"Assigned frontier goal at (17.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 17.5, ""goal_y"": 26.5, ""score"": null}"
155,14.05,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.77}"
156,14.2,goal_assigned,Drone 2,"Assigned frontier goal at (22.50, 25.50)","{""goal_type"": ""frontier"", ""goal_x"": 22.5, ""goal_y"": 25.5, ""score"": null}"
157,14.2,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 9.395}"
158,14.55,goal_assigned,Drone 3,"Assigned frontier goal at (9.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 9.5, ""goal_y"": 24.5, ""score"": null}"
159,14.55,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.133}"
160,14.55,goal_assigned,Drone 4,"Assigned frontier goal at (3.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 3.5, ""goal_y"": 10.5, ""score"": null}"
161,14.55,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.478}"
162,14.75,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 15.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 15.5, ""score"": null}"
163,14.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 8.802}"
164,14.85,goal_assigned,Drone 3,"Assigned frontier goal at (8.50, 24.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 24.5, ""score"": null}"
165,14.85,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.497}"
166,14.9,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.45}"
167,15.2,goal_assigned,Drone 2,"Assigned frontier goal at (22.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 22.5, ""goal_y"": 26.5, ""score"": null}"
168,15.2,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.903}"
169,15.55,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 10.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 10.5, ""score"": null}"
170,15.55,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.215}"
171,15.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 9.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 9.5, ""score"": null}"
172,15.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.472}"
173,15.75,goal_assigned,Drone 1,"Assigned frontier goal at (37.50, 16.50)","{""goal_type"": ""frontier"", ""goal_x"": 37.5, ""goal_y"": 16.5, ""score"": null}"
174,15.75,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.843}"
175,15.9,goal_assigned,Drone 3,"Assigned frontier goal at (9.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 9.5, ""goal_y"": 26.5, ""score"": null}"
176,15.9,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.461}"
177,16.0,goal_assigned,Drone 2,"Assigned frontier goal at (24.50, 25.50)","{""goal_type"": ""frontier"", ""goal_x"": 24.5, ""goal_y"": 25.5, ""score"": null}"
178,16.0,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 9.451}"
179,16.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 8.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 8.5, ""score"": null}"
180,16.7,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 7.986}"
181,16.75,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 17.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 17.5, ""score"": null}"
182,16.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 9.253}"
183,16.9,goal_assigned,Drone 3,"Assigned frontier goal at (8.50, 26.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 26.5, ""score"": null}"
184,16.9,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.043}"
185,17.0,goal_assigned,Drone 2,"Assigned frontier goal at (23.50, 27.50)","{""goal_type"": ""frontier"", ""goal_x"": 23.5, ""goal_y"": 27.5, ""score"": null}"
186,17.0,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 8.856}"
187,17.0,goal_assigned,Drone 3,"Assigned frontier goal at (9.50, 27.50)","{""goal_type"": ""frontier"", ""goal_x"": 9.5, ""goal_y"": 27.5, ""score"": null}"
188,17.0,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.276}"
189,17.7,goal_assigned,Drone 4,"Assigned frontier goal at (5.50, 4.50)","{""goal_type"": ""frontier"", ""goal_x"": 5.5, ""goal_y"": 4.5, ""score"": null}"
190,17.7,replan,Drone 4,Replanned path with 3 points,"{""path_length"": 8.512}"
191,17.75,goal_assigned,Drone 1,"Assigned frontier goal at (34.50, 18.50)","{""goal_type"": ""frontier"", ""goal_x"": 34.5, ""goal_y"": 18.5, ""score"": null}"
192,17.75,replan,Drone 1,Replanned path with 4 points,"{""path_length"": 9.687}"
193,18.0,goal_assigned,Drone 2,"Assigned frontier goal at (24.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 24.5, ""goal_y"": 28.5, ""score"": null}"
194,18.0,replan,Drone 2,Replanned path with 4 points,"{""path_length"": 9.066}"
195,18.0,goal_assigned,Drone 3,"Assigned frontier goal at (8.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 28.5, ""score"": null}"
196,18.0,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.651}"
197,18.25,goal_assigned,Drone 3,"Assigned frontier goal at (10.50, 29.50)","{""goal_type"": ""frontier"", ""goal_x"": 10.5, ""goal_y"": 29.5, ""score"": null}"
198,18.25,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.471}"
199,18.7,goal_assigned,Drone 4,"Assigned frontier goal at (2.50, 5.50)","{""goal_type"": ""frontier"", ""goal_x"": 2.5, ""goal_y"": 5.5, ""score"": null}"
200,18.7,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.116}"
201,18.75,goal_assigned,Drone 1,"Assigned frontier goal at (33.50, 18.50)","{""goal_type"": ""frontier"", ""goal_x"": 33.5, ""goal_y"": 18.5, ""score"": null}"
202,18.75,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 9.315}"
203,19.0,goal_assigned,Drone 2,"Assigned frontier goal at (25.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 25.5, ""goal_y"": 28.5, ""score"": null}"
204,19.0,replan,Drone 2,Replanned path with 3 points,"{""path_length"": 8.388}"
205,19.1,goal_assigned,Drone 1,"Assigned frontier goal at (35.50, 19.50)","{""goal_type"": ""frontier"", ""goal_x"": 35.5, ""goal_y"": 19.5, ""score"": null}"
206,19.1,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.437}"
207,19.25,goal_assigned,Drone 3,"Assigned frontier goal at (11.50, 30.50)","{""goal_type"": ""frontier"", ""goal_x"": 11.5, ""goal_y"": 30.5, ""score"": null}"
208,19.25,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.314}"
209,19.35,goal_assigned,Drone 3,"Assigned frontier goal at (8.50, 29.50)","{""goal_type"": ""frontier"", ""goal_x"": 8.5, ""goal_y"": 29.5, ""score"": null}"
210,19.35,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.194}"
211,19.55,goal_assigned,Drone 1,"Assigned frontier goal at (36.50, 20.50)","{""goal_type"": ""frontier"", ""goal_x"": 36.5, ""goal_y"": 20.5, ""score"": null}"
212,19.55,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.743}"
213,19.7,goal_assigned,Drone 4,"Assigned frontier goal at (6.50, 2.50)","{""goal_type"": ""frontier"", ""goal_x"": 6.5, ""goal_y"": 2.5, ""score"": null}"
214,19.7,replan,Drone 4,Replanned path with 2 points,"{""path_length"": 8.357}"
215,19.8,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.495}"
216,20.0,goal_assigned,Drone 2,"Assigned frontier goal at (26.50, 28.50)","{""goal_type"": ""frontier"", ""goal_x"": 26.5, ""goal_y"": 28.5, ""score"": null}"
217,20.0,replan,Drone 2,Replanned path with 2 points,"{""path_length"": 8.208}"
218,20.05,replan,Drone 1,Replanned path with 3 points,"{""path_length"": 8.245}"
219,20.25,goal_assigned,Drone 3,"Assigned frontier goal at (11.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 11.5, ""goal_y"": 31.5, ""score"": null}"
220,20.25,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 8.412}"
221,20.3,goal_assigned,Drone 3,"Assigned frontier goal at (7.50, 29.50)","{""goal_type"": ""frontier"", ""goal_x"": 7.5, ""goal_y"": 29.5, ""score"": null}"
222,20.3,replan,Drone 3,Replanned path with 2 points,"{""path_length"": 7.807}"
223,20.4,goal_assigned,Drone 3,"Assigned frontier goal at (13.50, 31.50)","{""goal_type"": ""frontier"", ""goal_x"": 13.5, ""goal_y"": 31.5, ""score"": null}"
